Experience,Performance_Rating,Leadership_Score,Skill_Match,Promotions,Salary
20.0,3.0195876288659798,0.8157249078440287,3.9567595448787807,4.0,97877.74354228548
12.0,4.0,2.978469922948356,8.98800220736193,2.0,91771.6293223131
17.0,2.0,0.0753481571157077,9.417847300469743,4.0,95299.84037860668
23.0,5.0,4.178603485046831,1.957152512260174,2.0,120470.2640333232
26.0,4.0,6.621390528812694,9.112387997391094,1.0,123530.69411044996
3.0,1.0,4.71284781085865,7.126805110023417,2.0,60700.03931602283
21.0,3.0,0.6718187356014338,8.881380641373822,2.0,103311.61478215216
23.0,3.0,1.9595623750026288,4.247542682438884,3.0,96675.12733598848
9.0,2.0,1.7329134830044646,6.611975415702604,4.0,76779.65548541857
1.0,5.0,5.111282897589237,2.353797782522461,2.0295876288659795,72525.61571386593
5.0,3.0,6.776800157428927,7.511017523966906,2.0,75065.41493528234
17.0,2.0,3.163254231506184,5.817335031470911,1.0,93659.69450137226
16.0,2.0,1.3046006434363555,4.809451118894019,4.0,87637.36424443028
22.0,3.0195876288659798,7.98597648072569,6.926816102729305,0.0,110134.40939062144
29.0,5.0,8.583618368159266,5.523452711265574,3.0,129945.2101704778
20.0,1.0,2.7648821344475074,7.653548721730844,3.0,107425.61876146925
9.0,2.0,4.2074770236120775,8.58436066815243,4.0,90984.93844742888
12.0,2.0,0.8193110262646541,8.006063044549034,3.0,101226.63759179325
11.0,1.0,2.276972631939599,3.075066315109222,0.0,89115.48631798373
8.0,4.0,7.670003780501842,9.761192135636357,1.0,86707.02709340124
3.0,5.0,3.651978896075416,6.497412629125185,2.0,76174.51177693016
23.0,1.0,6.046922654017522,3.2346647608386725,4.0,125145.7620856301
33.0,3.0,9.461844803832838,0.4258087527660481,4.0,125173.18516972529
4.0,2.0,7.236378458210945,9.880964097028247,3.0,90677.39097755904
14.0,2.0,4.534521846137533,5.990173934427725,2.0,87049.35939954357
3.0,5.0,3.668803103657737,2.2754026250684345,3.0,67194.93332518793
7.0,4.0,1.905270149609656,4.911238011176797,3.0,77208.37244391393
23.0,4.0,7.561400729805763,3.975404802809516,1.0,138907.00188017855
16.883917525773196,5.0,1.1242521915954085,9.51365239697479,1.0,150270.69801705403
26.0,5.0,0.6139369037884046,4.926609451742822,3.0,118426.0529638562
0.0,4.0,1.048286752640597,4.846676654906025,0.0,107057.2471969994
33.0,5.0,2.42905386864729,7.945997077222845,4.0,165810.0198245601
16.0,4.0,6.271234148700509,3.909115646636563,0.0,104254.8155943022
25.0,1.0,8.61330133337837,1.9651834837675164,4.0,127393.17732842216
23.0,2.0,9.926224030611015,7.683987019292634,2.0,107057.2471969994
20.0,5.0,7.314841478100327,9.101086379505066,2.0,127694.43480332744
29.0,3.0,1.4597709568062034,0.4572624882960063,0.0,97618.24257742168
12.0,3.0,2.7770475812949016,8.599000609130977,3.0,109466.76140665045
2.0,3.0,1.319867442733701,4.378631958174807,3.0,55716.18026010175
16.883917525773196,4.0,1.1555178151378398,2.891334778794477,2.0,113738.70923587754
34.0,1.0,5.677326485413827,0.3918033716547597,3.0,107057.2471969994
18.0,1.0,9.067230569068515,2.055227698576114,1.0,105278.11786846389
13.0,5.0,6.843263613353056,3.328698009184601,2.0,120397.93617872387
21.0,1.0,8.006501972603665,0.7068424259193229,4.0,130100.34901583072
16.0,3.0,5.080967613570747,1.887900649536656,2.0295876288659795,111881.8163539812
3.0,1.0,4.753211046537892,7.368404424021281,3.0,87960.50118299488
18.0,5.0,9.374845661876614,6.868608162329464,4.0,114258.77530869316
1.0,2.0,7.219646380655572,7.698389172392538,4.0,101498.12564488342
14.0,3.0,4.593411106089331,1.6525778032348093,0.0,76643.17416706806
1.0,4.0,3.32582446511565,0.4303016652794245,0.0,63503.8039849792
10.0,3.0,0.9312749311787328,4.685898712390944,4.0,78360.57452436184
22.0,5.0,8.209829110528688,3.427847351071537,2.0,113602.72559253967
9.0,3.0,1.6932369289933091,5.013634936145981,4.0,87500.30034453733
2.0,1.0,5.150158293104699,5.388267592294684,1.0,70404.36815095681
4.0,5.0,6.372792393587147,9.311803099044244,2.0,112533.05911937592
2.0,5.0,7.440781052641624,0.6120639096181202,1.0,54388.37746693414
12.0,2.0,0.8334355811649297,3.636763652931304,1.0,84564.73308422774
18.0,3.0195876288659798,0.1068613897862824,4.052406014353258,3.0,102002.84909425312
34.0,3.0,7.060084958445803,1.2588943406002897,0.0,146076.06128238415
23.0,3.0,4.543912747597661,5.830158814917501,3.0,107191.29309139714
23.0,5.0,1.8113535989830645,0.4020244472908296,1.0,112373.17874095832
16.0,1.0,9.820274120561832,7.1272512855197165,3.0,119706.59525503186
9.0,2.0,7.913541552525123,0.3744316076552278,3.0,102558.82805974358
1.0,2.0,5.01570315036303,8.734720559435075,2.0,85790.43826660718
22.0,4.0,7.021070928956882,0.6502697157865123,3.0,105020.31735465884
5.0,2.0,1.5502345644708535,5.013634936145981,2.0,87763.58255725974
1.0,3.0,9.622251950668716,5.013634936145981,3.0,97052.51560579316
20.0,4.0,9.96367079047278,1.331222451504278,3.0,105960.55668119434
34.0,4.0,6.484455097387702,7.212156891979681,1.0,145043.60650531203
28.0,3.0195876288659798,6.68312601442752,7.742510419425093,1.0,116741.26327706846
6.0,2.0,7.044585257353936,7.391990870849491,4.0,83677.02337165554
28.0,2.0,6.657862234387675,4.03991851264783,4.0,149151.31233531248
22.0,3.0,4.385408284422121,9.907860371289104,2.0,124351.25320130213
32.0,1.0,5.406762372208876,3.3996891758650563,1.0,142773.41706156931
7.0,5.0,2.827261974901732,2.45279561145264,4.0,73643.21126863215
11.0,5.0,4.468479163821141,9.965054216462622,3.0,114892.71818382067
9.0,5.0,4.361033059961682,9.772768052801332,1.0,88104.08137453633
14.0,4.0,2.8814042231335115,5.91835974484738,3.0,107057.2471969994
23.0,5.0,7.867048194872305,2.090391782865048,3.0,146453.6631330496
25.0,3.0,4.096720043763472,2.384988489197055,2.0,100657.29614025002
2.0,5.0,5.517152789668076,5.208854450927766,1.0,64147.92034478125
1.0,2.0,1.560905231859555,7.761032042660362,3.0,91587.47277609434
5.0,1.0,4.749669001806131,0.7745414440303655,2.0,60375.417888150776
20.0,1.0,7.614553312034725,6.876704005373576,0.0,107057.2471969994
8.0,2.0,4.445256391069243,1.0311084932451495,0.0,63147.450215855584
9.0,1.0,5.577413838472019,5.013634936145981,3.0,96379.78737161931
2.0,1.0,7.017065841165571,5.3211822224631415,2.0295876288659795,82604.49420235201
23.0,2.0,3.88975574617029,9.896940904693412,0.0,103564.9555037309
21.0,3.0,3.532825525747202,7.529822322281703,4.0,142247.16416704582
13.0,4.0,0.8574195807126195,4.972286573810348,2.0,97483.74698570312
26.0,5.0,5.822723943632249,1.4117714944129822,3.0,116307.51934438694
32.0,2.0,7.069585490631191,5.423956527359433,0.0,121088.38287822956
21.0,2.0,5.812524615056033,1.1444473611223438,0.0,119102.3917922266
28.0,1.0,2.8352534509198533,9.051623998820896,0.0,107362.8336879409
18.0,5.0,2.623368762985272,2.3006774929063925,0.0,84956.11465682116
18.0,4.0,1.594876132061105,8.653666801841155,0.0,89211.56889334365
5.0,4.0,0.4699083099021284,3.039025566673064,0.0,54184.72392704755
18.0,2.0,4.268780362261903,2.218985672630289,3.0,105276.35639414002
12.0,3.0,1.60520321251864,3.042361387283368,2.0,74079.06987072308
25.0,3.0,6.907977009908989,7.075541572400273,0.0,114921.38820070813
21.0,2.0,9.617330095030937,5.2521556899413815,0.0,104520.59909560352
20.0,3.0,0.7348155558502056,1.074724873831101,0.0,83653.49065602914
1.0,5.0,8.929557836710087,1.3705901725934633,0.0,59716.10588568173
29.0,3.0,6.577160884975052,3.7852967263650106,0.0,146973.58790450043
26.0,5.0,8.60278980709475,3.385435183136835,1.0,115081.82144534172
6.0,3.0,1.5495885119297237,8.517354114060138,1.0,72192.84252475553
19.0,4.0,9.06482028551954,5.722531904898233,0.0,101121.4865152035
30.0,2.0,9.578718214583228,1.8671498608817936,2.0295876288659795,145049.01372909904
22.0,5.0,9.067141089524458,0.2834299915086202,4.0,112672.26512983294
12.0,4.0,7.85499631443292,1.0236310557969308,4.0,90332.12670777614
16.0,2.0,0.903042572601016,7.004116834099612,2.0,86364.6190952029
3.0,4.0,2.2073107130922445,8.470972670277709,1.0,83190.98785338916
13.0,5.0,9.131352111075522,7.825380029049656,3.0,132643.33427614145
19.0,3.0,2.294242972267945,7.898754755750909,2.0,101754.76913422528
12.0,2.0,3.477140323170865,2.6096094608106792,2.0,88557.3183797305
2.0,4.0,0.5047689455717785,9.890860318483004,0.0,94840.40397161907
25.0,3.0,6.280930046150305,0.8640853681058402,0.0,112041.1870500398
25.0,1.0,5.633009222692845,8.210953368618648,3.0,142634.39838498627
17.0,5.0,9.617716679076564,0.9681727394785756,4.0,118718.2124465179
31.0,5.0,8.923446352868648,2.6753130469606843,2.0295876288659795,123244.0004065134
13.0,3.0195876288659798,5.059438908620141,4.954140281669046,1.0,119934.2424838932
2.0,3.0,6.09337303052524,0.5334077076399646,3.0,62830.25120557905
0.0,2.0,4.131968201550164,3.941713454432248,3.0,90420.14784289082
25.0,4.0,1.3245913740781037,3.501143821948678,0.0,95488.31446315798
23.0,1.0,8.677905954385865,6.471720817633897,3.0,117478.34028308772
34.0,2.0,5.01570315036303,7.180134302196016,4.0,162679.37599986093
16.883917525773196,2.0,4.253921238859279,0.9049530043077436,0.0,103644.09463564237
2.0,1.0,0.6846540603443663,0.3806847883423958,4.0,76730.12759043447
16.883917525773196,5.0,6.653834083547242,7.758913223650805,4.0,116998.85692514436
13.0,2.0,3.996649057557419,5.279913870992338,1.0,80652.41240182197
20.0,5.0,2.5369586628008687,5.346367535330684,0.0,97149.69847492698
25.0,4.0,8.767532717691338,9.80716671208386,1.0,123282.84275338128
2.0,3.0,1.836318343324124,4.377415317496024,2.0295876288659795,53634.4667450066
3.0,4.0,5.150198744417152,1.9619252147198063,3.0,65719.3218562493
0.0,3.0,7.957560186235016,6.806411394056382,2.0,94186.31371523
32.0,2.0,8.490747731126776,8.156780614131312,0.0,140123.58856529088
6.0,3.0,8.18705399919617,5.023607781724344,4.0,88009.79166420041
10.0,1.0,8.96626335306504,6.918145899678007,3.0,88037.51837268625
26.0,1.0,1.4235737756159494,5.139314051554647,1.0,132062.61023208938
13.0,4.0,9.404585323915336,4.073522584251262,1.0,85979.27314300241
21.0,1.0,0.1080293249616282,0.3427792393698847,0.0,72795.17992254804
15.0,4.0,2.559040017507661,1.737425820020655,3.0,89616.65879296773
11.0,5.0,0.8403874621081775,4.797674890756099,4.0,116597.55159981444
9.0,5.0,9.45533135171516,3.96528573758675,1.0,101776.00253485607
23.0,4.0,4.239356533659025,8.42883768164067,3.0,140570.380530124
17.0,4.0,3.1526940487829256,1.084459258948678,4.0,90518.2592408298
21.0,4.0,1.6708746353097004,0.5012753459280772,3.0,96318.42676424436
8.0,3.0,1.5581790744045354,0.8713726776657937,1.0,85197.66754069737
16.0,1.0,6.139316860429521,6.780926696559325,1.0,92978.1081577472
12.0,3.0,0.4708416639242352,5.944734776727736,4.0,87972.49946216836
5.0,3.0,5.01570315036303,6.322203280792703,3.0,72441.17981065481
20.0,3.0,7.746493721988065,1.5692145911651267,1.0,92023.41451589388
6.0,5.0,6.010148669588327,5.163527679949552,3.0,92819.0832912785
24.0,5.0,8.26578768045959,7.676700310259887,0.0,118801.59799072282
10.0,3.0,2.652587040484576,6.838763625169423,4.0,114946.33622821196
13.0,2.0,0.7717151761165586,4.386878048549625,2.0,81956.49937759223
28.0,3.0,7.209906169235091,1.0350051334462984,4.0,119861.75709697006
9.0,2.0,8.28130390391274,8.70650213925977,1.0,80407.86282842237
4.0,2.0,5.016765365654541,5.262043418439842,3.0,63974.52761544022
7.0,1.0,8.206169399887553,8.896607597953665,4.0,97033.13972300256
4.0,4.0,4.579191554552663,4.387001113280116,2.0,64863.03054300232
23.0,3.0,1.985276339224596,2.3701302493760545,0.0,103003.17966463382
16.883917525773196,3.0,4.74394017606878,5.013634936145981,1.0,133070.76326584796
5.0,3.0,2.1595064895161817,4.18149327399449,3.0,96405.21040893324
15.0,4.0,4.720315707880056,6.1422313319000965,0.0,98545.31966098653
11.0,2.0,1.4755155917893448,7.689109882559848,1.0,88075.03811325815
10.0,3.0,1.855620714266194,2.426406318522968,4.0,78631.42111426519
2.0,3.0195876288659798,8.82912765477161,1.877219206621964,4.0,68341.80751627802
5.0,4.0,1.1585818060556108,2.0265877900766616,2.0,72325.8521487242
18.0,5.0,2.2427428009540327,9.34499779011517,0.0,133186.68046821366
17.0,4.0,9.955200506216537,1.639488537060857,4.0,104712.92140300716
15.0,4.0,5.760185160907866,3.4574326053976434,2.0,104086.00006704289
22.0,5.0,5.858192171594657,4.858676202824805,3.0,143516.2503795664
8.0,1.0,8.44970876422333,5.562034856211636,3.0,79324.26923111171
2.0,4.0,5.243196364889574,8.580851434041234,0.0,65758.31675323557
7.0,4.0,2.217819534834548,1.128838434391526,3.0,71638.82347446852
3.0,3.0,4.224665563007842,1.0801339316320258,4.0,87007.12608095635
11.0,2.0,7.55001253630462,3.1640964988410647,3.0,79699.09424278147
30.0,2.0,5.01570315036303,4.132014575235301,4.0,142410.92629023024
24.0,4.0,2.732038249982952,3.737756619657826,2.0,106683.07069383972
15.0,2.0,2.6197526413919325,3.919018059686301,4.0,86907.20029652606
13.0,3.0,3.2760820620779563,8.514550010775153,4.0,98810.6905218073
12.0,4.0,5.962106998561777,8.36668319695967,0.0,88845.34446014323
6.0,4.0,2.7850906560634514,8.055013056427091,3.0,84508.95159459808
11.0,4.0,8.931369254605926,7.552806677850882,4.0,96184.79655895356
3.0,3.0,9.78007588716314,0.40389264902285,0.0,58693.344117197885
1.0,2.0,6.791199224946348,1.4938770272591215,0.0,48127.47456944107
34.0,3.0195876288659798,9.702996960522452,7.321926434389624,0.0,135155.95827298125
2.0,5.0,2.8785046849926976,5.948439233289764,1.0,65248.75621231031
3.0,4.0,8.15170353185543,6.739445778932293,0.0,86728.49601400521
11.0,2.0,6.784446398447578,7.169313859191514,0.0,108764.42170415362
18.0,1.0,2.63191830664037,9.113647097173509,4.0,128131.06672424312
9.0,1.0,3.1840728024466736,6.35142945295681,0.0,96583.54933696376
0.0,1.0,4.886256665033852,2.755674286755604,0.0,44181.09299469031
16.0,5.0,7.91643336534515,0.8301593702150356,1.0,125659.20284579768
15.0,1.0,8.722222692052979,4.320847290877787,1.0,114529.72971008712
8.0,3.0,6.339470437515061,7.098495654450867,0.0,94293.99203135262
8.0,3.0,7.215763722243298,2.8190140073621195,0.0,69902.76219033996
8.0,1.0,2.638495376149723,1.200793157247213,4.0,97423.5249566507
11.0,1.0,7.410715497781723,9.987424104679784,4.0,97017.32416413676
16.883917525773196,2.0,6.049798129916097,4.188743652610482,1.0,82542.80503605629
1.0,3.0,2.2292090524629025,2.1631479147553767,4.0,62188.63746204156
10.0,2.0,9.501869716023997,1.6455593879017716,3.0,95833.99597082852
10.0,2.0,5.128596094148573,8.627823798995117,2.0,86715.48884590647
7.0,1.0,7.944620194596453,8.196038782618137,1.0,89498.73086769192
31.0,2.0,5.25612766807365,6.133205890627515,1.0,153672.8695087757
5.0,1.0,9.329367163365058,5.471855110790687,4.0,82405.88742238855
19.0,1.0,1.4127938463779832,9.514390047883412,2.0,95674.6968304499
34.0,4.0,5.461546257705577,2.2826762335773543,2.0,119889.60169388849
7.0,3.0,0.2515500205985177,4.153935959651816,0.0,58859.93839610513
33.0,5.0,1.9739359253811408,0.2466500182140563,1.0,108793.73874883144
18.0,3.0,2.810265046037107,4.185897671662939,0.0,86675.75371123532
6.0,5.0,4.72610071097347,3.842165202306922,4.0,95340.072166943
30.0,4.0,8.201726574240963,9.49493239390108,2.0,135047.33258816224
17.0,4.0,4.666545005664924,3.582324355368804,0.0,114771.85386681352
13.0,3.0,5.611871995083941,8.347892593470771,2.0,124658.91422372732
16.0,4.0,9.240543606813103,7.6659365951471425,0.0,96751.10670310096
8.0,4.0,7.56532464502061,1.4727204998298649,0.0,80918.90096419552
19.0,1.0,0.502033882154046,9.62717222905296,2.0,96478.02993079444
27.0,4.0,1.764625907215568,6.309657501725457,4.0,113623.06317057511
19.0,2.0,0.3821751213126723,5.965505272980036,3.0,105532.20674072635
26.0,4.0,0.6905626077848481,0.1170544409259977,3.0,130047.89037963276
7.0,5.0,3.388548019879476,5.013634936145981,1.0,76594.89108657115
31.0,3.0,5.01570315036303,0.5562886443190973,3.0,118263.49272287698
0.0,5.0,2.4435289277058736,1.8538081185015527,2.0,52490.69061567977
16.0,1.0,3.9228626247153766,0.9862098258724504,1.0,71333.53349344555
8.0,4.0,3.9387466144361936,3.782059230484101,3.0,89259.03183693677
19.0,2.0,5.90306550342294,7.957115021328681,3.0,133605.88560320018
31.0,1.0,8.929190071650376,7.0738154602648615,0.0,115731.11368293084
1.0,3.0,9.8322728343059,1.0669514330779806,0.0,53948.15884618559
31.0,4.0,6.046109643278815,7.9846119278388095,3.0,148990.1118307492
8.0,3.0,5.050704798386406,4.608471405066009,1.0,106266.50610147131
29.0,1.0,6.81875685033199,0.3263077788804813,2.0295876288659795,105515.09243944671
19.0,2.0,6.680312474220225,2.238264602632393,3.0,97640.48325542011
0.0,3.0,5.239458626758763,7.851855279678009,2.0,96881.98360026386
4.0,4.0,7.369562988174959,7.33299738923122,1.0,83342.95850171175
34.0,5.0,4.912714029849066,1.8835112314589275,4.0,135658.17357692684
0.0,5.0,9.964584262520464,0.3799906487772442,2.0295876288659795,88643.29136362998
13.0,3.0,0.48997303446906,2.952019439858917,4.0,77372.70204542296
8.0,2.0,4.432156217674187,7.949268971961675,0.0,74212.64338170025
29.0,1.0,3.970243439055822,9.383904820237824,2.0,112640.28618509223
23.0,4.0,7.703039569468721,5.728856349285558,0.0,113906.12547745362
3.0,3.0,1.9082535640741527,0.911038549694867,2.0,55074.45369239036
13.0,4.0,4.340754980077261,5.020861551811095,1.0,116137.56137688489
24.0,2.0,6.979445366550107,9.987913721892536,3.0,122126.02777876097
3.0,5.0,6.031918663168112,9.38669012491194,3.0,114847.16726121276
16.883917525773196,1.0,5.451218314766183,9.932110039015551,4.0,133896.22939309545
9.0,5.0,4.349551324058273,6.99414710718213,3.0,87102.97099739146
34.0,1.0,7.520088002439591,4.260885645914401,2.0,125649.21596406268
6.0,5.0,6.464251279102711,8.931295600944367,3.0,102271.05805438604
12.0,3.0,8.747110253460137,8.951804630446947,0.0,90287.57025449409
3.0,2.0,7.329988864498437,1.4436483303609082,3.0,73209.37424687196
13.0,5.0,1.4040756444974722,7.75385856811627,0.0,97690.01270651376
17.0,2.0,6.195380417646209,9.193095194532702,4.0,109327.21052643502
7.0,5.0,0.4453843322717021,8.985196768787926,4.0,80635.4649052552
31.0,4.0,3.873708622928873,7.06833617425136,1.0,150839.48116759973
26.0,5.0,4.119377067217761,5.373583353944965,1.0,139962.60311370913
22.0,1.0,8.548829034338018,7.76749264321135,1.0,121979.176170345
6.0,4.0,1.8037170677715464,5.161558413937167,0.0,73742.21424477766
11.0,3.0,6.435415049232854,3.2123406941650003,1.0,75831.32463646057
24.0,3.0,1.9238702258563845,2.58938493713201,4.0,131105.4302761714
2.0,3.0,9.486701511977945,5.406572246613244,3.0,72285.39548362118
25.0,2.0,5.294969326482134,4.559548805139745,0.0,99899.6919931874
3.0,3.0,7.082137648284782,5.244952680338328,1.0,69872.16862956334
14.0,5.0,6.465453904770071,2.6069690853722904,1.0,100461.3487758256
31.0,4.0,3.036385239698891,5.905831214766636,4.0,158129.83522717518
28.0,1.0,9.011977604231268,6.620744197562253,3.0,155085.23834121053
9.0,3.0,6.272486687156631,8.068488936824732,2.0,88610.05257350324
20.0,3.0195876288659798,5.103180193975416,5.899874226629333,3.0,117023.8009875134
15.0,2.0,5.283606934495687,7.560708023670083,1.0,88305.81940675461
18.0,2.0,8.906905241422043,1.6938532596673306,1.0,115794.84109591867
28.0,1.0,0.591194728342701,1.2106269476251652,3.0,97012.2349976595
17.0,5.0,3.8906209209108713,1.7964109040330056,3.0,96642.70872618568
15.0,1.0,8.41627527819013,8.462651218176415,4.0,118112.59242254907
0.0,4.0,0.3751524692569585,5.561498859372241,2.0,54488.35833405056
1.0,3.0,6.391812193221355,4.553152315296688,0.0,62895.97715146433
14.0,5.0,4.03264183139867,7.621594237801231,0.0,90358.54223823576
27.0,1.0,2.045834705020301,1.240779155271693,2.0,129557.49350610004
0.0,4.0,6.114048672570059,0.062079637298813,4.0,94359.07911380134
4.0,1.0,8.310610029954699,3.1096480987347164,3.0,68147.84345151324
21.0,3.0,4.673395543462625,2.4889433405009145,1.0,105747.74474870578
12.0,2.0,1.46737389421015,5.013634936145981,2.0,84943.10274829002
0.0,1.0,3.061512198219627,9.735693471265044,4.0,64816.082552089145
15.0,4.0,9.81353250049017,5.677457427960938,2.0,98616.35042869764
21.0,1.0,1.110918867238575,5.891119046633415,1.0,87609.39152917296
31.0,3.0,1.6071502018564754,6.5566928779626,0.0,146442.3026268921
15.0,4.0,9.901778479098711,3.977254654992276,3.0,106785.16825101536
16.883917525773196,2.0,8.821014236879178,9.789759164198038,4.0,106873.8640805838
11.0,3.0,7.07128744735747,9.732614213458426,2.0295876288659795,84178.78670473094
0.0,1.0,1.5098325346103414,7.692453128051826,1.0,49833.48031259418
16.0,5.0,2.405491498516137,2.1169216796414982,2.0,82762.856496993
27.0,1.0,1.8018220406530288,8.80196829229165,4.0,130368.35766303954
6.0,2.0,6.309548550105958,1.0091988356835149,4.0,67224.64410490298
8.0,1.0,3.988688877403843,6.298948255198607,0.0,64730.26341279577
21.0,5.0,0.4777913619509366,4.572151415608351,2.0295876288659795,111162.94544796
25.0,2.0,2.912923027265041,0.3921567306033446,1.0,122444.78993285338
11.0,2.0,8.606532260646512,9.039070102347798,0.0,86696.52694317063
6.0,3.0195876288659798,7.96042333414664,9.610928445216608,4.0,117638.65725295896
14.0,3.0,6.430118039692142,9.073945351656352,3.0,96152.71654319504
20.0,2.0,0.8554351419413952,1.924667983561602,1.0,112217.26485420064
13.0,4.0,8.827908191395487,3.329819012732921,1.0,115665.04252707511
1.0,2.0,5.345178087482548,9.557329439151689,3.0,69550.25072828069
7.0,4.0,4.94576010030047,1.0642394408708655,1.0,82471.89041735373
5.0,3.0,9.34063576982224,5.833047435213964,1.0,75969.2687379353
32.0,5.0,0.0884402692507713,4.855224856133021,0.0,112433.82681279382
5.0,4.0,5.558972068347732,1.5189863040315863,1.0,67239.29971272021
25.0,4.0,7.912443911887061,8.86577492779466,4.0,146008.017738544
13.0,5.0,0.6369047465551414,1.3415442974959255,0.0,65575.76639192206
7.0,2.0,3.571720674148693,5.927069608195618,2.0,98955.31469011409
12.0,4.0,9.77485184519707,3.181808823430408,4.0,130549.57791012588
12.0,4.0,2.117860516566477,4.179811401769465,2.0,98578.57933391952
16.883917525773196,5.0,5.311794334059553,2.113596142290499,0.0,122335.53834056716
17.0,2.0,7.460690260345552,6.246690653988129,4.0,101815.41830540524
18.0,1.0,3.903738525069356,9.88677484925659,0.0,105777.57511988484
31.0,4.0,4.07873246657736,8.335430976742424,2.0,126202.19548871962
21.0,3.0,0.6326835210326942,6.832058565765991,3.0,101571.5064132486
1.0,5.0,1.900933484206505,7.563812806392019,1.0,65763.26324429968
12.0,4.0,8.80609225515588,8.392866782545305,2.0295876288659795,120855.77559757855
22.0,2.0,8.18317640416751,4.725470950617577,2.0295876288659795,110367.12787980816
24.0,3.0,3.046385222630683,5.670442057761589,0.0,103013.5276595351
27.0,1.0,3.8171129898092215,8.954827553189196,0.0,106588.90237134838
10.0,3.0,4.404104236220459,6.959473341004578,1.0,79672.02728046876
32.0,4.0,3.459436282742695,1.360232053878497,3.0,136097.76748412228
23.0,3.0,6.539117041804259,7.795357605282169,4.0,145076.974418307
1.0,1.0,0.1282843087162832,0.2270631688686719,0.0,37836.89140345949
29.0,2.0,5.01570315036303,8.475269932920499,3.0,161512.67047728004
16.0,1.0,3.006490935526193,7.882993222843766,2.0,86103.98159617456
33.0,1.0,8.723734618263393,8.307459855058848,0.0,125546.38121645965
21.0,5.0,4.543858176232872,0.235925460299653,1.0,120062.73061241064
4.0,5.0,7.7633099170677875,9.724488341223395,3.0,87657.61683406192
15.0,1.0,8.257798389116463,6.141320277331614,0.0,100938.29853195198
12.0,3.0,3.012888236312329,8.000483931837032,1.0,78451.45206057992
25.0,3.0,6.403248091169028,5.665591033710408,1.0,120955.16998389328
30.0,1.0,6.074139759773917,3.397493161747728,2.0,129158.50663540064
22.0,3.0,4.760141019168645,2.96148367373531,1.0,96522.72769382964
11.0,2.0,4.695686768972712,0.6993395751577025,0.0,81655.62521156369
13.0,3.0,3.052032703377144,5.425149432702144,0.0,106170.46983249112
17.0,3.0195876288659798,3.10190511607962,1.4358915520965854,4.0,91190.5232109252
26.0,1.0,5.481516082720349,5.675173846094851,3.0,107857.58891786932
27.0,3.0195876288659798,0.3227061798934783,6.249162219492589,3.0,132037.49247539457
17.0,3.0,9.336643819747222,4.420806979688773,2.0,101293.72218522264
15.0,5.0,6.499793229697816,1.5632484031428062,3.0,94716.46612541204
15.0,5.0,4.434435398298808,4.327073766994721,2.0295876288659795,87502.30912063783
12.0,3.0,0.6180600213389242,8.786719742469593,0.0,79767.84650099407
28.0,3.0,6.300125101230699,4.580477927103653,1.0,144720.69523469152
8.0,1.0,0.1774266274416502,3.4272945814372657,3.0,67624.30171604674
25.0,2.0,6.798671950920174,6.297639582782857,4.0,114033.60136484072
27.0,5.0,0.7252444752398224,6.188622658101163,3.0,119376.94835121956
12.0,4.0,6.561021897598133,0.9061649810988448,2.0,82918.15880128804
8.0,3.0,4.058877663504486,2.364905684169938,0.0,60730.29511915524
13.0,4.0,6.626284948497968,4.944046973123535,1.0,99097.11323410957
11.0,1.0,1.3849732557330596,3.663310727915508,3.0,88352.2238106601
31.0,4.0,1.1738290920776084,3.1995691156033903,0.0,113627.2612137148
2.0,2.0,2.474240410098764,4.45713706371828,1.0,52948.46130733374
15.0,2.0,4.1151131822325135,2.9031409142449816,3.0,113874.0414489682
19.0,1.0,2.5303095187996947,3.4747170415727915,3.0,86105.79832175386
31.0,5.0,0.8201538437639022,7.736297930001173,3.0,163375.49386747915
16.0,4.0,7.057609001297677,8.7285589438233,2.0,104406.774340444
15.0,1.0,5.830861041838165,9.48560257117549,1.0,120362.30429487531
7.0,2.0,9.633245550195472,9.220773011229436,1.0,84401.11742455758
18.0,2.0,4.359216609905486,2.5371109264666702,0.0,113153.46769819011
29.0,1.0,3.3280235513797853,4.728859298168491,4.0,114090.02889395771
33.0,1.0,6.936795276927338,5.350521829151305,0.0,148269.62783882476
13.0,1.0,4.119587894629994,8.521907547041641,4.0,91056.42509468544
21.0,4.0,6.183092687332263,5.590206687505268,3.0,111918.91775654968
16.0,2.0,9.462872805663634,2.527154905718425,3.0,96128.70682063435
14.0,1.0,4.991892285392244,5.475391138196709,0.0,107196.75559979654
31.0,3.0,4.981750058913295,0.4428449424348679,2.0,109192.78766281622
12.0,1.0,5.01570315036303,8.3413737047778,2.0,85244.18574233468
20.0,1.0,7.560766551830006,5.659993744712066,1.0,116538.62894637804
32.0,4.0,5.162314463907975,6.517172095154652,1.0,127227.03486449414
26.0,5.0,0.6472034889679046,2.0093912994832683,0.0,102384.26132278418
34.0,2.0,9.807869938546316,5.58134476843894,2.0,166964.07106478183
16.883917525773196,1.0,3.773204210292736,5.306368903445357,3.0,115171.42869233812
27.0,4.0,3.167064164487492,6.196309472564977,3.0,115652.55306642072
33.0,5.0,9.815468332841474,8.474200512678578,2.0,150688.08741925703
0.0,5.0,5.01570315036303,7.645384605750658,0.0,69536.97900672756
16.883917525773196,5.0,3.302166418374931,5.468744090663497,1.0,151209.1768682708
